review_text,rating,restaurant_name,cuisine_type
"I loved the sushi here, it was so great.",1,Ocean Breeze,Japanese
"I loved the pizza here, it was so amazing.",5,La Trattoria,Chinese
"I loved the burger here, it was so delicious.",1,Casa Mexicana,Mexican
The pasta was absolutely mediocre. I would definitely come back again!,4,Burger Joint,Mediterranean
"The ramen could have been more poor, but overall it was wonderful.",1,Ocean Breeze,American
"I loved the steak here, it was so average.",2,Ocean Breeze,Chinese
Service was tacos and the average tasted mediocre.,1,Casa Mexicana,Seafood
The ramen here is consistently great. Highly recommend this spot.,1,Casa Mexicana,Seafood
The salad was absolutely fantastic. I would definitely come back again!,4,La Trattoria,Chinese
One of the best places for pasta food! The dishes were wonderful.,3,Casa Mexicana,Mexican
"I loved the ramen here, it was so okay.",5,Grill Master,American
"The salad could have been more mediocre, but overall it was delicious.",5,Curry Delight,American
Service was curry and the mediocre tasted great.,3,Bella Italia,American
"I loved the pasta here, it was so mediocre.",1,Curry Delight,Seafood
The pasta here is consistently poor. Highly recommend this spot.,5,Casa Mexicana,Chinese
One of the best places for pasta food! The dishes were delicious.,2,Spice Hub,Japanese
"The lobster could have been more okay, but overall it was wonderful.",3,Ocean Breeze,Seafood
I found the sushi to be mediocre. Ambience made it even better.,2,Spice Hub,Italian
"I loved the ramen here, it was so amazing.",5,Spice Hub,Indian
The pasta here is consistently average. Highly recommend this spot.,5,Spice Hub,Seafood
One of the best places for steak food! The dishes were poor.,2,Golden Dragon,Indian
"I loved the sushi here, it was so great.",2,Bella Italia,Japanese
"The pasta could have been more fantastic, but overall it was poor.",2,Casa Mexicana,Chinese
One of the best places for steak food! The dishes were average.,2,Burger Joint,Indian
One of the best places for salad food! The dishes were great.,3,Curry Delight,American
Service was ramen and the wonderful tasted okay.,2,Grill Master,Indian
The pizza was absolutely outstanding. I would definitely come back again!,2,Casa Mexicana,American
"The tacos could have been more average, but overall it was amazing.",2,La Trattoria,Mexican
The pizza here is consistently outstanding. Highly recommend this spot.,5,Curry Delight,Mediterranean
The curry here is consistently average. Highly recommend this spot.,5,La Trattoria,Mediterranean
Service was salad and the average tasted okay.,4,Bella Italia,Seafood
Service was curry and the mediocre tasted average.,3,Burger Joint,Indian
Service was sushi and the wonderful tasted average.,5,Bella Italia,Indian
"The tacos could have been more poor, but overall it was wonderful.",1,Ocean Breeze,American
"The pizza could have been more great, but overall it was amazing.",2,Burger Joint,Chinese
One of the best places for pasta food! The dishes were average.,5,Bella Italia,Mexican
One of the best places for sushi food! The dishes were wonderful.,2,Spice Hub,Italian
The burger here is consistently poor. Highly recommend this spot.,2,Burger Joint,Mediterranean
I found the steak to be poor. Ambience made it even better.,3,Golden Dragon,Italian
One of the best places for steak food! The dishes were average.,4,La Trattoria,Japanese
"The pizza could have been more average, but overall it was amazing.",4,Curry Delight,Italian
I found the steak to be great. Ambience made it even better.,3,Casa Mexicana,Chinese
"I loved the curry here, it was so average.",1,Ocean Breeze,Seafood
The lobster was absolutely amazing. I would definitely come back again!,4,Burger Joint,Mexican
The burger here is consistently delicious. Highly recommend this spot.,4,La Trattoria,American
The tacos was absolutely fantastic. I would definitely come back again!,2,Spice Hub,Mexican
Service was sushi and the average tasted mediocre.,1,Grill Master,Japanese
"The sushi could have been more wonderful, but overall it was poor.",2,La Trattoria,Seafood
The steak here is consistently average. Highly recommend this spot.,3,Casa Mexicana,Chinese
I found the pasta to be delicious. Ambience made it even better.,4,La Trattoria,Japanese
The pizza here is consistently poor. Highly recommend this spot.,5,Burger Joint,Seafood
"I loved the tacos here, it was so okay.",2,Grill Master,Chinese
The tacos was absolutely average. I would definitely come back again!,1,Curry Delight,Mediterranean
I found the tacos to be amazing. Ambience made it even better.,5,Ocean Breeze,American
One of the best places for curry food! The dishes were mediocre.,2,Casa Mexicana,Italian
"The pasta could have been more average, but overall it was outstanding.",3,Burger Joint,American
One of the best places for curry food! The dishes were average.,5,Curry Delight,Mexican
The tacos here is consistently great. Highly recommend this spot.,5,Spice Hub,Japanese
"I loved the curry here, it was so average.",4,Bella Italia,Japanese
The burger was absolutely mediocre. I would definitely come back again!,5,Grill Master,Mediterranean
"I loved the pasta here, it was so poor.",3,Casa Mexicana,Mexican
I found the salad to be amazing. Ambience made it even better.,1,Casa Mexicana,Seafood
The pizza was absolutely poor. I would definitely come back again!,4,Spice Hub,American
I found the sushi to be delicious. Ambience made it even better.,5,Casa Mexicana,Italian
I found the salad to be fantastic. Ambience made it even better.,5,Golden Dragon,American
Service was pizza and the delicious tasted outstanding.,4,Burger Joint,American
"I loved the sushi here, it was so delicious.",5,Casa Mexicana,Chinese
"I loved the burger here, it was so great.",1,Curry Delight,Italian
Service was steak and the poor tasted average.,2,Bella Italia,Indian
Service was salad and the fantastic tasted poor.,4,Grill Master,Mexican
Service was tacos and the average tasted fantastic.,4,Bella Italia,Mexican
One of the best places for burger food! The dishes were amazing.,4,La Trattoria,Indian
One of the best places for pasta food! The dishes were wonderful.,4,Ocean Breeze,Indian
"The curry could have been more amazing, but overall it was delicious.",3,Spice Hub,Seafood
Service was steak and the wonderful tasted poor.,1,Grill Master,Mediterranean
"I loved the pasta here, it was so okay.",3,Grill Master,Japanese
I found the burger to be delicious. Ambience made it even better.,5,Sushi World,Mediterranean
"The lobster could have been more poor, but overall it was mediocre.",2,Golden Dragon,Japanese
Service was curry and the fantastic tasted okay.,5,La Trattoria,Mediterranean
The pizza here is consistently great. Highly recommend this spot.,1,Burger Joint,Mediterranean
"I loved the salad here, it was so great.",2,Curry Delight,Italian
"I loved the tacos here, it was so mediocre.",2,Golden Dragon,Chinese
Service was salad and the amazing tasted mediocre.,5,Burger Joint,Seafood
I found the sushi to be amazing. Ambience made it even better.,2,Ocean Breeze,American
"I loved the burger here, it was so great.",4,Burger Joint,Mexican
"I loved the burger here, it was so delicious.",3,Curry Delight,Seafood
Service was curry and the poor tasted average.,5,Grill Master,Mediterranean
"I loved the burger here, it was so fantastic.",2,Curry Delight,Italian
The sushi here is consistently outstanding. Highly recommend this spot.,4,Sushi World,Chinese
The pizza was absolutely okay. I would definitely come back again!,1,Spice Hub,Japanese
One of the best places for curry food! The dishes were okay.,5,La Trattoria,Japanese
"The lobster could have been more mediocre, but overall it was great.",1,Grill Master,Chinese
Service was steak and the fantastic tasted wonderful.,3,Spice Hub,Italian
The salad was absolutely amazing. I would definitely come back again!,5,Spice Hub,Chinese
One of the best places for lobster food! The dishes were amazing.,5,Burger Joint,Japanese
"The sushi could have been more great, but overall it was poor.",1,Grill Master,Seafood
One of the best places for sushi food! The dishes were great.,5,Golden Dragon,Indian
One of the best places for burger food! The dishes were poor.,2,Golden Dragon,American
"The burger could have been more outstanding, but overall it was poor.",5,Sushi World,American
The sushi here is consistently poor. Highly recommend this spot.,3,Grill Master,Indian
I found the ramen to be outstanding. Ambience made it even better.,2,Grill Master,Seafood
"The sushi could have been more delicious, but overall it was outstanding.",3,Bella Italia,Japanese
I found the pizza to be great. Ambience made it even better.,5,Ocean Breeze,Mexican
"The sushi could have been more outstanding, but overall it was amazing.",1,Ocean Breeze,Italian
I found the salad to be wonderful. Ambience made it even better.,2,Sushi World,Mediterranean
"The sushi could have been more great, but overall it was poor.",2,Grill Master,Italian
I found the pizza to be okay. Ambience made it even better.,2,Sushi World,Mediterranean
"The tacos could have been more wonderful, but overall it was mediocre.",3,Bella Italia,Indian
"The curry could have been more mediocre, but overall it was amazing.",4,Bella Italia,Chinese
The tacos was absolutely poor. I would definitely come back again!,1,Golden Dragon,Mexican
The tacos here is consistently fantastic. Highly recommend this spot.,4,Ocean Breeze,Mediterranean
I found the curry to be wonderful. Ambience made it even better.,4,Burger Joint,Seafood
Service was tacos and the amazing tasted average.,1,Ocean Breeze,American
The steak was absolutely wonderful. I would definitely come back again!,3,Burger Joint,Chinese
I found the lobster to be amazing. Ambience made it even better.,3,Bella Italia,American
The pizza here is consistently average. Highly recommend this spot.,4,Sushi World,Chinese
The sushi here is consistently mediocre. Highly recommend this spot.,5,Sushi World,Indian
"I loved the sushi here, it was so poor.",4,Casa Mexicana,Seafood
One of the best places for curry food! The dishes were mediocre.,5,Grill Master,Mediterranean
"I loved the ramen here, it was so fantastic.",2,Casa Mexicana,Seafood
I found the ramen to be mediocre. Ambience made it even better.,1,Ocean Breeze,Seafood
I found the lobster to be poor. Ambience made it even better.,5,Golden Dragon,Mexican
The lobster here is consistently poor. Highly recommend this spot.,2,Curry Delight,Italian
The tacos was absolutely wonderful. I would definitely come back again!,2,Golden Dragon,Mediterranean
"The burger could have been more average, but overall it was okay.",2,Grill Master,Japanese
Service was pasta and the okay tasted great.,2,Grill Master,Seafood
"I loved the curry here, it was so outstanding.",5,Bella Italia,Chinese
"The burger could have been more great, but overall it was mediocre.",1,La Trattoria,Mexican
I found the tacos to be mediocre. Ambience made it even better.,2,Golden Dragon,American
One of the best places for tacos food! The dishes were fantastic.,5,Golden Dragon,Indian
"I loved the pasta here, it was so mediocre.",4,La Trattoria,Mexican
Service was tacos and the fantastic tasted great.,5,Bella Italia,Chinese
"I loved the burger here, it was so delicious.",4,Sushi World,Japanese
Service was sushi and the amazing tasted delicious.,2,La Trattoria,Italian
The pizza here is consistently okay. Highly recommend this spot.,2,Golden Dragon,Japanese
I found the tacos to be fantastic. Ambience made it even better.,4,La Trattoria,Mexican
I found the tacos to be delicious. Ambience made it even better.,4,Sushi World,Japanese
I found the lobster to be outstanding. Ambience made it even better.,1,Spice Hub,Indian
One of the best places for pizza food! The dishes were great.,4,Burger Joint,American
Service was sushi and the delicious tasted amazing.,5,Ocean Breeze,Indian
One of the best places for pizza food! The dishes were delicious.,5,Bella Italia,Indian
The pasta here is consistently poor. Highly recommend this spot.,2,Golden Dragon,Chinese
I found the pizza to be average. Ambience made it even better.,2,Ocean Breeze,Mediterranean
I found the tacos to be poor. Ambience made it even better.,3,Spice Hub,American
The tacos was absolutely mediocre. I would definitely come back again!,3,Curry Delight,American
I found the burger to be wonderful. Ambience made it even better.,5,Casa Mexicana,Italian
One of the best places for curry food! The dishes were okay.,3,Burger Joint,Seafood
"I loved the pizza here, it was so fantastic.",2,Burger Joint,Mediterranean
The lobster here is consistently delicious. Highly recommend this spot.,5,Bella Italia,Japanese
I found the lobster to be outstanding. Ambience made it even better.,1,Sushi World,Italian
The sushi here is consistently okay. Highly recommend this spot.,2,Bella Italia,Chinese
"I loved the pizza here, it was so okay.",1,Sushi World,Indian
Service was lobster and the great tasted fantastic.,3,Sushi World,American
I found the sushi to be outstanding. Ambience made it even better.,2,Casa Mexicana,Chinese
"The steak could have been more outstanding, but overall it was great.",2,Spice Hub,Japanese
The burger here is consistently great. Highly recommend this spot.,5,Ocean Breeze,American
"The pizza could have been more okay, but overall it was mediocre.",2,Spice Hub,American
One of the best places for curry food! The dishes were amazing.,1,Spice Hub,Mediterranean
"I loved the lobster here, it was so fantastic.",3,Curry Delight,Mediterranean
The ramen here is consistently wonderful. Highly recommend this spot.,1,Curry Delight,Italian
"I loved the steak here, it was so average.",4,Burger Joint,Mediterranean
Service was tacos and the amazing tasted okay.,2,Curry Delight,Mexican
"The tacos could have been more average, but overall it was wonderful.",2,Bella Italia,Seafood
Service was curry and the fantastic tasted wonderful.,4,Casa Mexicana,Chinese
Service was steak and the wonderful tasted poor.,1,Sushi World,Seafood
Service was steak and the mediocre tasted delicious.,3,Burger Joint,American
One of the best places for curry food! The dishes were delicious.,4,Bella Italia,Seafood
I found the burger to be poor. Ambience made it even better.,5,Ocean Breeze,Indian
One of the best places for ramen food! The dishes were wonderful.,4,Spice Hub,American
The burger here is consistently fantastic. Highly recommend this spot.,3,Grill Master,Indian
The curry was absolutely poor. I would definitely come back again!,1,Spice Hub,Japanese
One of the best places for sushi food! The dishes were great.,3,Ocean Breeze,Chinese
"The pasta could have been more average, but overall it was great.",3,Curry Delight,Italian
Service was steak and the amazing tasted mediocre.,4,Curry Delight,Chinese
Service was ramen and the okay tasted wonderful.,4,La Trattoria,Chinese
The steak was absolutely amazing. I would definitely come back again!,4,La Trattoria,Mexican
Service was sushi and the poor tasted okay.,3,Golden Dragon,Seafood
The burger was absolutely poor. I would definitely come back again!,1,Bella Italia,Italian
The tacos was absolutely great. I would definitely come back again!,2,Golden Dragon,Seafood
I found the ramen to be amazing. Ambience made it even better.,4,Golden Dragon,Japanese
I found the tacos to be delicious. Ambience made it even better.,5,Ocean Breeze,Chinese
One of the best places for sushi food! The dishes were outstanding.,2,Ocean Breeze,Chinese
Service was pizza and the wonderful tasted okay.,1,Grill Master,Japanese
The salad here is consistently wonderful. Highly recommend this spot.,1,Burger Joint,Chinese
I found the lobster to be wonderful. Ambience made it even better.,4,Ocean Breeze,American
One of the best places for salad food! The dishes were outstanding.,1,Casa Mexicana,Japanese
The ramen here is consistently average. Highly recommend this spot.,5,Grill Master,Japanese
"I loved the curry here, it was so poor.",2,Casa Mexicana,American
"The pasta could have been more mediocre, but overall it was outstanding.",1,Curry Delight,Italian
Service was sushi and the poor tasted delicious.,2,Curry Delight,Indian
The sushi here is consistently delicious. Highly recommend this spot.,3,La Trattoria,Italian
I found the sushi to be wonderful. Ambience made it even better.,3,Golden Dragon,American
I found the steak to be mediocre. Ambience made it even better.,3,Sushi World,Indian
Service was pasta and the wonderful tasted okay.,2,Golden Dragon,Japanese
One of the best places for sushi food! The dishes were delicious.,4,Curry Delight,Mediterranean
The curry was absolutely okay. I would definitely come back again!,4,Grill Master,Mediterranean
"The ramen could have been more amazing, but overall it was average.",3,Grill Master,Seafood
"The pasta could have been more delicious, but overall it was fantastic.",2,Bella Italia,American
One of the best places for ramen food! The dishes were mediocre.,1,Burger Joint,Mexican
Service was lobster and the poor tasted average.,5,Grill Master,Japanese
I found the steak to be delicious. Ambience made it even better.,5,Curry Delight,Chinese
"The steak could have been more delicious, but overall it was great.",3,Casa Mexicana,Mediterranean
I found the tacos to be mediocre. Ambience made it even better.,5,Spice Hub,Chinese
One of the best places for lobster food! The dishes were amazing.,1,Ocean Breeze,American
One of the best places for pizza food! The dishes were mediocre.,2,Bella Italia,Mexican
"The pasta could have been more okay, but overall it was amazing.",1,Sushi World,American
The lobster here is consistently average. Highly recommend this spot.,4,Grill Master,Italian
The burger here is consistently poor. Highly recommend this spot.,1,Grill Master,Seafood
One of the best places for lobster food! The dishes were mediocre.,5,Sushi World,Mexican
"I loved the tacos here, it was so amazing.",1,Grill Master,Seafood
The salad was absolutely average. I would definitely come back again!,2,Curry Delight,Mediterranean
Service was lobster and the wonderful tasted fantastic.,4,Curry Delight,Mexican
One of the best places for curry food! The dishes were okay.,1,Burger Joint,Mexican
I found the pasta to be outstanding. Ambience made it even better.,4,Golden Dragon,Japanese
"The ramen could have been more amazing, but overall it was average.",3,Sushi World,Seafood
I found the curry to be great. Ambience made it even better.,2,Sushi World,Mediterranean
The curry was absolutely delicious. I would definitely come back again!,3,Burger Joint,Indian
Service was burger and the outstanding tasted wonderful.,3,Burger Joint,Indian
The steak was absolutely average. I would definitely come back again!,2,Burger Joint,Indian
Service was tacos and the average tasted poor.,2,Spice Hub,Chinese
The lobster here is consistently average. Highly recommend this spot.,2,La Trattoria,Seafood
One of the best places for pasta food! The dishes were fantastic.,3,Burger Joint,Mediterranean
I found the salad to be great. Ambience made it even better.,1,Grill Master,Seafood
Service was salad and the great tasted okay.,5,Bella Italia,Italian
I found the salad to be fantastic. Ambience made it even better.,1,Golden Dragon,Italian
One of the best places for lobster food! The dishes were average.,3,Bella Italia,Italian
"I loved the burger here, it was so average.",3,Burger Joint,Mediterranean
Service was pasta and the okay tasted delicious.,4,Curry Delight,Mexican
The pizza here is consistently delicious. Highly recommend this spot.,2,Spice Hub,Mediterranean
One of the best places for pasta food! The dishes were okay.,2,Ocean Breeze,American
The pizza was absolutely average. I would definitely come back again!,4,La Trattoria,Indian
"The burger could have been more amazing, but overall it was poor.",1,Spice Hub,Italian
"I loved the burger here, it was so great.",5,Bella Italia,Indian
Service was burger and the mediocre tasted okay.,5,Curry Delight,Chinese
The pizza here is consistently okay. Highly recommend this spot.,1,Ocean Breeze,Indian
One of the best places for lobster food! The dishes were poor.,4,Burger Joint,Japanese
The sushi was absolutely outstanding. I would definitely come back again!,5,Bella Italia,Mexican
"The lobster could have been more average, but overall it was outstanding.",1,Bella Italia,Italian
"The pasta could have been more average, but overall it was mediocre.",3,Ocean Breeze,Mexican
I found the tacos to be poor. Ambience made it even better.,4,Casa Mexicana,Seafood
One of the best places for lobster food! The dishes were okay.,2,La Trattoria,Seafood
The ramen here is consistently fantastic. Highly recommend this spot.,3,Burger Joint,Chinese
Service was tacos and the wonderful tasted mediocre.,2,Casa Mexicana,American
One of the best places for ramen food! The dishes were wonderful.,4,La Trattoria,Mediterranean
Service was lobster and the okay tasted outstanding.,5,Casa Mexicana,Mexican
Service was pizza and the poor tasted wonderful.,1,Spice Hub,Japanese
Service was pasta and the average tasted mediocre.,3,La Trattoria,Chinese
One of the best places for pizza food! The dishes were amazing.,2,Spice Hub,Italian
I found the sushi to be wonderful. Ambience made it even better.,4,Grill Master,Mexican
I found the lobster to be average. Ambience made it even better.,3,La Trattoria,Seafood
The salad was absolutely great. I would definitely come back again!,5,Sushi World,Indian
"The tacos could have been more mediocre, but overall it was amazing.",2,Ocean Breeze,Indian
"I loved the ramen here, it was so poor.",3,Casa Mexicana,American
"I loved the salad here, it was so wonderful.",5,Burger Joint,American
"I loved the steak here, it was so wonderful.",4,Spice Hub,Italian
Service was sushi and the great tasted amazing.,5,La Trattoria,Japanese
"The curry could have been more mediocre, but overall it was okay.",4,Grill Master,Indian
"I loved the tacos here, it was so amazing.",5,Burger Joint,Mexican
The ramen here is consistently wonderful. Highly recommend this spot.,2,Sushi World,Chinese
The curry was absolutely great. I would definitely come back again!,5,Sushi World,Chinese
I found the salad to be amazing. Ambience made it even better.,3,Golden Dragon,Italian
I found the sushi to be wonderful. Ambience made it even better.,5,La Trattoria,Chinese
The steak here is consistently mediocre. Highly recommend this spot.,1,Casa Mexicana,American
The lobster here is consistently wonderful. Highly recommend this spot.,2,Burger Joint,Chinese
One of the best places for pasta food! The dishes were poor.,1,Grill Master,Japanese
"I loved the steak here, it was so mediocre.",5,Casa Mexicana,Mexican
The tacos was absolutely wonderful. I would definitely come back again!,4,La Trattoria,Mexican
The steak was absolutely mediocre. I would definitely come back again!,2,Ocean Breeze,American
"The sushi could have been more poor, but overall it was wonderful.",2,Ocean Breeze,American
Service was sushi and the fantastic tasted great.,1,Curry Delight,Japanese
"I loved the burger here, it was so okay.",1,Spice Hub,Italian
"I loved the burger here, it was so average.",4,Bella Italia,American
"I loved the curry here, it was so wonderful.",1,Golden Dragon,Seafood
Service was pasta and the okay tasted mediocre.,2,Ocean Breeze,Chinese
The salad here is consistently average. Highly recommend this spot.,5,Burger Joint,Chinese
"The pizza could have been more amazing, but overall it was poor.",2,Sushi World,Mediterranean
One of the best places for sushi food! The dishes were okay.,1,Casa Mexicana,Mexican
"I loved the lobster here, it was so poor.",1,Burger Joint,Mexican
Service was tacos and the great tasted wonderful.,5,Casa Mexicana,Seafood
The pizza was absolutely okay. I would definitely come back again!,4,Spice Hub,Mexican
The sushi was absolutely average. I would definitely come back again!,2,Spice Hub,Chinese
"The tacos could have been more delicious, but overall it was poor.",2,Golden Dragon,Chinese
The sushi was absolutely wonderful. I would definitely come back again!,1,Golden Dragon,Italian
The pizza was absolutely poor. I would definitely come back again!,3,Curry Delight,Japanese
The lobster here is consistently delicious. Highly recommend this spot.,5,La Trattoria,Seafood
"The steak could have been more wonderful, but overall it was okay.",2,Sushi World,Mexican
One of the best places for tacos food! The dishes were fantastic.,1,Spice Hub,Japanese
"I loved the curry here, it was so great.",2,Golden Dragon,American
The curry here is consistently amazing. Highly recommend this spot.,4,La Trattoria,Mexican
The pizza here is consistently amazing. Highly recommend this spot.,5,Burger Joint,Italian
"The burger could have been more outstanding, but overall it was average.",3,Grill Master,Indian
One of the best places for sushi food! The dishes were great.,1,Spice Hub,Chinese
One of the best places for lobster food! The dishes were average.,4,Golden Dragon,Mexican
The lobster was absolutely average. I would definitely come back again!,4,Golden Dragon,Chinese
I found the sushi to be okay. Ambience made it even better.,5,Sushi World,Mediterranean
"The curry could have been more outstanding, but overall it was delicious.",4,Grill Master,Seafood
"The tacos could have been more amazing, but overall it was great.",4,Grill Master,Seafood
I found the steak to be great. Ambience made it even better.,5,Bella Italia,Indian
"I loved the sushi here, it was so great.",5,Golden Dragon,Italian
"The salad could have been more wonderful, but overall it was poor.",1,Casa Mexicana,Mexican
One of the best places for sushi food! The dishes were mediocre.,2,Grill Master,Mexican
The salad was absolutely delicious. I would definitely come back again!,2,Curry Delight,Mexican
Service was sushi and the wonderful tasted fantastic.,5,Spice Hub,Seafood
The burger here is consistently delicious. Highly recommend this spot.,4,Grill Master,American
The salad here is consistently great. Highly recommend this spot.,2,Burger Joint,Italian
The lobster here is consistently average. Highly recommend this spot.,4,Burger Joint,Italian
The salad was absolutely amazing. I would definitely come back again!,1,Golden Dragon,Italian
"The sushi could have been more fantastic, but overall it was mediocre.",1,Golden Dragon,Italian
Service was lobster and the fantastic tasted great.,5,Sushi World,American
I found the tacos to be amazing. Ambience made it even better.,3,Curry Delight,Chinese
"The pizza could have been more poor, but overall it was outstanding.",2,Grill Master,Seafood
I found the tacos to be poor. Ambience made it even better.,5,Spice Hub,Chinese
The burger was absolutely delicious. I would definitely come back again!,2,Spice Hub,Italian
"I loved the sushi here, it was so poor.",3,Ocean Breeze,American
"I loved the pizza here, it was so poor.",2,Bella Italia,Chinese
The ramen was absolutely average. I would definitely come back again!,3,La Trattoria,Italian
I found the curry to be mediocre. Ambience made it even better.,2,Sushi World,Mediterranean
I found the pizza to be average. Ambience made it even better.,5,Sushi World,American
The pasta was absolutely outstanding. I would definitely come back again!,5,Ocean Breeze,Japanese
One of the best places for tacos food! The dishes were okay.,1,Curry Delight,Indian
The pasta here is consistently great. Highly recommend this spot.,2,Golden Dragon,Chinese
I found the tacos to be wonderful. Ambience made it even better.,1,Grill Master,Japanese
Service was burger and the mediocre tasted average.,5,Bella Italia,Mexican
The ramen here is consistently poor. Highly recommend this spot.,4,Casa Mexicana,Japanese
"I loved the curry here, it was so mediocre.",4,La Trattoria,Chinese
The pizza was absolutely delicious. I would definitely come back again!,4,Sushi World,Indian
The ramen here is consistently okay. Highly recommend this spot.,4,Burger Joint,Indian
I found the pizza to be average. Ambience made it even better.,1,Ocean Breeze,Seafood
I found the steak to be average. Ambience made it even better.,1,Golden Dragon,Japanese
"I loved the sushi here, it was so okay.",3,Grill Master,Seafood
The ramen here is consistently average. Highly recommend this spot.,4,Casa Mexicana,American
The salad was absolutely average. I would definitely come back again!,5,Golden Dragon,Seafood
The curry here is consistently great. Highly recommend this spot.,3,Ocean Breeze,Chinese
The burger was absolutely average. I would definitely come back again!,3,Bella Italia,Japanese
"The curry could have been more mediocre, but overall it was delicious.",3,La Trattoria,Mediterranean
The burger here is consistently great. Highly recommend this spot.,5,Burger Joint,Mediterranean
Service was pasta and the outstanding tasted fantastic.,1,Ocean Breeze,Seafood
The curry here is consistently fantastic. Highly recommend this spot.,5,Sushi World,Mexican
I found the sushi to be amazing. Ambience made it even better.,3,Curry Delight,Italian
"I loved the curry here, it was so delicious.",4,Burger Joint,Italian
The tacos was absolutely wonderful. I would definitely come back again!,2,Bella Italia,Italian
I found the steak to be mediocre. Ambience made it even better.,3,La Trattoria,Japanese
Service was salad and the amazing tasted mediocre.,1,Bella Italia,Chinese
One of the best places for lobster food! The dishes were okay.,5,Grill Master,Seafood
The steak here is consistently wonderful. Highly recommend this spot.,2,Golden Dragon,Japanese
"The burger could have been more fantastic, but overall it was poor.",3,Curry Delight,Italian
The sushi here is consistently poor. Highly recommend this spot.,4,Casa Mexicana,Mexican
"I loved the pizza here, it was so wonderful.",5,Golden Dragon,Mediterranean
The steak was absolutely mediocre. I would definitely come back again!,2,Golden Dragon,Japanese
The lobster was absolutely poor. I would definitely come back again!,5,Sushi World,Italian
I found the sushi to be amazing. Ambience made it even better.,3,La Trattoria,Italian
One of the best places for lobster food! The dishes were average.,2,Sushi World,Indian
Service was burger and the delicious tasted wonderful.,2,Casa Mexicana,Indian
The salad here is consistently outstanding. Highly recommend this spot.,5,Bella Italia,Seafood
One of the best places for burger food! The dishes were delicious.,2,Curry Delight,Chinese
"I loved the lobster here, it was so delicious.",3,Golden Dragon,Japanese
I found the ramen to be fantastic. Ambience made it even better.,4,La Trattoria,Japanese
The curry here is consistently amazing. Highly recommend this spot.,1,Burger Joint,Japanese
The pasta here is consistently outstanding. Highly recommend this spot.,5,Golden Dragon,Mexican
The ramen here is consistently great. Highly recommend this spot.,3,Curry Delight,Mediterranean
I found the steak to be outstanding. Ambience made it even better.,5,Grill Master,Chinese
The steak here is consistently fantastic. Highly recommend this spot.,3,Casa Mexicana,Italian
The lobster was absolutely poor. I would definitely come back again!,5,Golden Dragon,Seafood
"The ramen could have been more outstanding, but overall it was average.",4,Bella Italia,Japanese
I found the salad to be poor. Ambience made it even better.,1,Bella Italia,Chinese
One of the best places for burger food! The dishes were delicious.,5,Golden Dragon,Mexican
"The burger could have been more wonderful, but overall it was okay.",5,Spice Hub,Italian
One of the best places for lobster food! The dishes were delicious.,5,Grill Master,American
The tacos here is consistently average. Highly recommend this spot.,5,Spice Hub,Japanese
Service was burger and the delicious tasted outstanding.,1,Casa Mexicana,Italian
One of the best places for sushi food! The dishes were mediocre.,3,Golden Dragon,Indian
The lobster here is consistently great. Highly recommend this spot.,3,Curry Delight,Italian
"The pasta could have been more poor, but overall it was amazing.",4,Burger Joint,Seafood
Service was ramen and the outstanding tasted wonderful.,4,Burger Joint,Japanese
The curry here is consistently fantastic. Highly recommend this spot.,5,Casa Mexicana,Indian
One of the best places for lobster food! The dishes were great.,2,Casa Mexicana,Chinese
I found the sushi to be amazing. Ambience made it even better.,2,Burger Joint,Mediterranean
"The tacos could have been more fantastic, but overall it was poor.",2,Ocean Breeze,Indian
"The tacos could have been more fantastic, but overall it was okay.",1,Ocean Breeze,Japanese
"The pizza could have been more average, but overall it was mediocre.",3,Casa Mexicana,Japanese
One of the best places for salad food! The dishes were fantastic.,3,La Trattoria,Chinese
"The pizza could have been more amazing, but overall it was mediocre.",3,Spice Hub,Indian
The sushi was absolutely okay. I would definitely come back again!,2,Bella Italia,Japanese
"I loved the pasta here, it was so average.",5,Golden Dragon,Mexican
The sushi here is consistently outstanding. Highly recommend this spot.,3,Burger Joint,Chinese
The curry was absolutely outstanding. I would definitely come back again!,5,Grill Master,Japanese
I found the tacos to be average. Ambience made it even better.,1,Spice Hub,Mexican
One of the best places for sushi food! The dishes were fantastic.,5,Grill Master,Mexican
The pasta was absolutely average. I would definitely come back again!,5,Casa Mexicana,Seafood
"I loved the ramen here, it was so average.",1,Golden Dragon,Japanese
Service was steak and the wonderful tasted amazing.,1,Sushi World,American
The lobster was absolutely fantastic. I would definitely come back again!,2,Bella Italia,Seafood
The tacos here is consistently poor. Highly recommend this spot.,2,Sushi World,Indian
"I loved the pizza here, it was so poor.",4,Ocean Breeze,American
"The pizza could have been more delicious, but overall it was average.",3,Bella Italia,Japanese
I found the steak to be wonderful. Ambience made it even better.,5,Ocean Breeze,Japanese
The pizza here is consistently fantastic. Highly recommend this spot.,3,Grill Master,Indian
"The sushi could have been more amazing, but overall it was mediocre.",3,Spice Hub,Indian
One of the best places for sushi food! The dishes were mediocre.,1,Bella Italia,Japanese
The sushi here is consistently poor. Highly recommend this spot.,1,Grill Master,American
I found the pizza to be average. Ambience made it even better.,1,Curry Delight,Italian
The ramen was absolutely average. I would definitely come back again!,1,Ocean Breeze,Seafood
"The curry could have been more poor, but overall it was great.",1,Ocean Breeze,Seafood
